src word,tgt word,src slot,src msd,tgt slot,tgt msd,src apertium tags,tgt apertium tags,annotation
kocht,kochen,0_6,V;IND;PRS;2;PL,0_0,N;DAT;PL,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
gleich,gleiche,0_12,N;NOM;SG,0_3,V;SBJV;PRS;1;SG,adv; - adj;sint - adj;sint;attr - adj;sint;pred - verb;imp;sg,verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg - adj;sint;m;sg;nom;sw - adj;sint;m;pl;nom;st - adj;sint;m;pl;acc;st - adj;sint;f;sg;nom;st - adj;sint;f;sg;nom;sw - adj;sint;f;sg;nom;mix - adj;sint;f;sg;acc;st - adj;sint;f;sg;acc;sw - adj;sint;f;sg;acc;mix - adj;sint;f;pl;nom;st - adj;sint;f;pl;acc;st - adj;sint;nt;sg;nom;sw - adj;sint;nt;sg;acc;sw,SRC_SLOT_ERROR
Monats,Monates,0_1,N;SG;COMPOUND,0_8,ADJ;ACC;SG,,,UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
opfert,opfern,0_6,V;IND;PRS;2;PL,0_0,N;DAT;PL,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg - verb;prs;p2;pl,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - n;nt;pl;dat;lower - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl - n;nt;pl;dat;lower;compound-R,ERR_SRC_SLOT_ERROR
blühten,blüht,0_11,V;SBJV;PST;3;PL,0_6,V;IND;PRS;2;PL,verb;pii;p1;pl - verb;pii;p3;pl - verb;pis;p1;pl - verb;pis;p3;pl,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
zerbrochen,zerbrochenen,0_12,N;NOM;SG,0_0,N;DAT;PL,adj;sint - verb;pp - adj;sint;attr - adj;sint;pred,verb;pp - adj;sint;m;sg;gen;st - adj;sint;m;sg;gen;sw - adj;sint;m;sg;gen;mix - adj;sint;m;sg;dat;sw - adj;sint;m;sg;dat;mix - adj;sint;m;sg;acc;st - adj;sint;m;sg;acc;sw - adj;sint;m;sg;acc;mix - adj;sint;m;pl;nom;sw - adj;sint;m;pl;nom;mix - adj;sint;m;pl;gen;sw - adj;sint;m;pl;gen;mix - adj;sint;m;pl;dat;st - adj;sint;m;pl;dat;sw - adj;sint;m;pl;dat;mix - adj;sint;m;pl;acc;sw - adj;sint;m;pl;acc;mix - adj;sint;nt;sg;gen;st - adj;sint;nt;sg;gen;sw - adj;sint;nt;sg;gen;mix - adj;sint;nt;sg;dat;sw - adj;sint;nt;sg;dat;mix - adj;sint;nt;pl;nom;sw - adj;sint;nt;pl;nom;mix - adj;sint;nt;pl;gen;sw - adj;sint;nt;pl;gen;mix - adj;sint;nt;pl;dat;sw - adj;sint;nt;pl;dat;mix - adj;sint;nt;pl;acc;sw - adj;sint;nt;pl;acc;mix - adj;sint;f;sg;gen;sw - adj;sint;f;sg;gen;mix - adj;sint;f;sg;dat;sw - adj;sint;f;sg;dat;mix - adj;sint;f;pl;nom;sw - adj;sint;f;pl;nom;mix - adj;sint;f;pl;gen;sw - adj;sint;f;pl;gen;mix - adj;sint;f;pl;dat;st - adj;sint;f;pl;dat;sw - adj;sint;f;pl;dat;mix - adj;sint;f;pl;acc;sw - adj;sint;f;pl;acc;mix,ERR_TGT_SLOT_ERROR
zeuget,zeugte,0_9,V;SBJV;PRS;2;PL,0_4,V;SBJV;PST;1;SG,verb;prs;p2;pl,verb;pii;p1;sg - verb;pii;p3;sg - verb;pis;p1;sg - verb;pis;p3;sg,C
hölzern,hölzern,0_12,N;NOM;SG,0_12,N;NOM;SG,n;nt;pl;dat;lower - adj;sint - n;nt;pl;dat;lower;compound-R - adj;sint;attr - adj;sint;pred,n;nt;pl;dat;lower - adj;sint - n;nt;pl;dat;lower;compound-R - adj;sint;attr - adj;sint;pred,SRC_SLOT_ERROR;TGT_SLOT_ERROR
meinen,meinten,0_0,N;DAT;PL,0_11,V;SBJV;PST;3;PL,det;pos;p1;m;sg;acc - verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - det;pos;m;sg;acc - det;pos;mfn;pl;dat - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,verb;pii;p1;pl - verb;pii;p3;pl - verb;pis;p1;pl - verb;pis;p3;pl,ERR_TGT_SLOT_ERROR
verdammst,verdammt,0_10,V;IND;PRS;2;SG,0_6,V;IND;PRS;2;PL,verb;pri;p2;sg,adj;sint - adj;sint;attr - adj;sint;pred - verb;pp - verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg,C
Binnui,Binnuis,1_0,ADJ,1_2,DET;NOM;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
hungrig,hungrigen,0_12,N;NOM;SG,0_0,N;DAT;PL,adv; - adj;sint - adj;sint;attr - adj;sint;pred,adj;sint;m;sg;gen;st - adj;sint;m;sg;gen;sw - adj;sint;m;sg;gen;mix - adj;sint;m;sg;dat;sw - adj;sint;m;sg;dat;mix - adj;sint;m;sg;acc;st - adj;sint;m;sg;acc;sw - adj;sint;m;sg;acc;mix - adj;sint;m;pl;nom;sw - adj;sint;m;pl;nom;mix - adj;sint;m;pl;gen;sw - adj;sint;m;pl;gen;mix - adj;sint;m;pl;dat;st - adj;sint;m;pl;dat;sw - adj;sint;m;pl;dat;mix - adj;sint;m;pl;acc;sw - adj;sint;m;pl;acc;mix - adj;sint;nt;sg;gen;st - adj;sint;nt;sg;gen;sw - adj;sint;nt;sg;gen;mix - adj;sint;nt;sg;dat;sw - adj;sint;nt;sg;dat;mix - adj;sint;nt;pl;nom;sw - adj;sint;nt;pl;nom;mix - adj;sint;nt;pl;gen;sw - adj;sint;nt;pl;gen;mix - adj;sint;nt;pl;dat;sw - adj;sint;nt;pl;dat;mix - adj;sint;nt;pl;acc;sw - adj;sint;nt;pl;acc;mix - adj;sint;f;sg;gen;sw - adj;sint;f;sg;gen;mix - adj;sint;f;sg;dat;sw - adj;sint;f;sg;dat;mix - adj;sint;f;pl;nom;sw - adj;sint;f;pl;nom;mix - adj;sint;f;pl;gen;sw - adj;sint;f;pl;gen;mix - adj;sint;f;pl;dat;st - adj;sint;f;pl;dat;sw - adj;sint;f;pl;dat;mix - adj;sint;f;pl;acc;sw - adj;sint;f;pl;acc;mix,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
wiederkommt,wiederkommst,0_6,V;IND;PRS;2;PL,0_10,V;IND;PRS;2;SG,verb;sep;fs;pri;p2;pl - verb;sep;fs;pri;p3;sg,verb;sep;fs;pri;p2;sg,C
Erlöser,Erlösten,0_5,ADJ;GEN;SG,0_11,V;SBJV;PST;3;PL,,,UNK_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR
erinnern,erinnert,0_0,N;DAT;PL,0_6,V;IND;PRS;2;PL,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,verb;pp - verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg - verb;prs;p2;pl,ERR_SRC_SLOT_ERROR
helle,heller,0_3,V;SBJV;PRS;1;SG,0_5,ADJ;GEN;SG,verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg - adj;sint;m;sg;nom;sw - adj;sint;m;pl;nom;st - adj;sint;m;pl;acc;st - adj;sint;f;sg;nom;st - adj;sint;f;sg;nom;sw - adj;sint;f;sg;nom;mix - adj;sint;f;sg;acc;st - adj;sint;f;sg;acc;sw - adj;sint;f;sg;acc;mix - adj;sint;f;pl;nom;st - adj;sint;f;pl;acc;st - adj;sint;nt;sg;nom;sw - adj;sint;nt;sg;acc;sw,adj;sint;comp;attr - adj;sint;comp;pred - adj;sint;m;sg;nom;st - adj;sint;m;sg;nom;mix - adj;sint;m;pl;gen;st - adj;sint;f;sg;gen;st - adj;sint;f;sg;dat;st - adj;sint;f;pl;gen;st - n;m;sg;nom;lower - n;m;sg;dat;lower - n;m;sg;acc;lower - n;m;pl;nom;lower - n;m;pl;gen;lower - n;m;pl;acc;lower - n;m;sg;nom;lower;compound-R - n;m;sg;dat;lower;compound-R - n;m;sg;acc;lower;compound-R - n;m;sg;lower;cmp;compound-only-L - n;m;pl;nom;lower;compound-R - n;m;pl;gen;lower;compound-R - n;m;pl;acc;lower;compound-R,MAPPED_POS_PAIR_ERROR
Bilhan,Bilha,1_1,ADJ;ACC;PL,1_0,ADJ,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
Tore,Tor,0_3,V;SBJV;PRS;1;SG,0_12,N;NOM;SG,n;nt;sg;dat - n;nt;pl;nom - n;nt;pl;gen - n;nt;pl;acc - n;nt;sg;dat;lower - n;nt;pl;nom;lower - n;nt;pl;gen;lower - n;nt;pl;acc;lower - np;cog;mf;sg;nom - np;cog;mf;sg;dat - np;cog;mf;sg;acc - n;nt;sg;dat;lower;compound-R - n;nt;pl;nom;lower;compound-R - n;nt;pl;gen;lower;compound-R - n;nt;pl;acc;lower;compound-R,n;nt;sg;nom - n;nt;sg;dat - n;nt;sg;acc - n;nt;sg;cmp;compound-only-L - n;nt;sg;nom;lower - n;nt;sg;dat;lower - n;nt;sg;acc;lower - n;nt;sg;nom;lower;compound-R - n;nt;sg;dat;lower;compound-R - n;nt;sg;acc;lower;compound-R - n;nt;sg;lower;cmp;compound-only-L,ERR_TGT_SLOT_ERROR
tägliche,täglich,0_3,V;SBJV;PRS;1;SG,0_12,N;NOM;SG,adj;sint;m;sg;nom;sw - adj;sint;m;pl;nom;st - adj;sint;m;pl;acc;st - adj;sint;f;sg;nom;st - adj;sint;f;sg;nom;sw - adj;sint;f;sg;nom;mix - adj;sint;f;sg;acc;st - adj;sint;f;sg;acc;sw - adj;sint;f;sg;acc;mix - adj;sint;f;pl;nom;st - adj;sint;f;pl;acc;st - adj;sint;nt;sg;nom;sw - adj;sint;nt;sg;acc;sw,adv; - adj;sint - adj;sint;attr - adj;sint;pred,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
besät,besäest,0_6,V;IND;PRS;2;PL,0_2,V;SBJV;PRS;2;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
verklagten,verklagt,0_11,V;SBJV;PST;3;PL,0_6,V;IND;PRS;2;PL,verb;pp - verb;pii;p1;pl - verb;pii;p3;pl - verb;pis;p1;pl - verb;pis;p3;pl,verb;pp - verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg,ERR_SRC_SLOT_ERROR
weigerten,weigere,0_11,V;SBJV;PST;3;PL,0_3,V;SBJV;PRS;1;SG,verb;pii;p1;pl - verb;pii;p3;pl - verb;pis;p1;pl - verb;pis;p3;pl,verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
Sephatja,Sephatjas,1_0,ADJ,1_2,DET;NOM;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
geriete,geriet,0_4,V;SBJV;PST;1;SG,0_6,V;IND;PRS;2;PL,verb;pis;p1;sg - verb;pis;p3;sg,verb;pii;p1;sg - verb;pii;p3;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
Elf,Elfen,0_12,N;NOM;SG,0_0,N;DAT;PL,num;pl - n;f;sg;nom - n;f;sg;gen - n;f;sg;dat - n;f;sg;acc - n;f;sg;cmp;compound-only-L,n;f;pl;nom - n;f;pl;gen - n;f;pl;dat - n;f;pl;acc - n;f;pl;nom - n;f;pl;gen - n;f;pl;dat - n;f;pl;acc - n;f;sg;cmp;compound-only-L - n;f;sg;cmp;compound-only-L - n;f;pl;nom;lower - n;f;pl;gen;lower - n;f;pl;dat;lower - n;f;pl;acc;lower - n;f;sg;lower;cmp;compound-only-L - n;f;pl;nom;lower;compound-R - n;f;pl;gen;lower;compound-R - n;f;pl;dat;lower;compound-R - n;f;pl;acc;lower;compound-R,C
hinkam,hinkamen,0_12,N;NOM;SG,0_0,N;DAT;PL,verb;sep;fs;pii;p1;sg - verb;sep;fs;pii;p3;sg,verb;sep;fs;pii;p1;pl - verb;sep;fs;pii;p3;pl,ERR_SRC_SLOT_ERROR
ehe,ehe,0_3,V;SBJV;PRS;1;SG,0_3,V;SBJV;PRS;1;SG,cnjsub; - n;f;sg;nom;lower - n;f;sg;gen;lower - n;f;sg;dat;lower - n;f;sg;acc;lower - n;f;sg;nom;lower;compound-R - n;f;sg;gen;lower;compound-R - n;f;sg;dat;lower;compound-R - n;f;sg;acc;lower;compound-R - n;f;sg;lower;cmp;compound-only-L,cnjsub; - n;f;sg;nom;lower - n;f;sg;gen;lower - n;f;sg;dat;lower - n;f;sg;acc;lower - n;f;sg;nom;lower;compound-R - n;f;sg;gen;lower;compound-R - n;f;sg;dat;lower;compound-R - n;f;sg;acc;lower;compound-R - n;f;sg;lower;cmp;compound-only-L,SRC_SLOT_ERROR;TGT_SLOT_ERROR
finsteren,finstere,0_0,N;DAT;PL,0_3,V;SBJV;PRS;1;SG,adj;sint;m;sg;gen;st - adj;sint;m;sg;gen;sw - adj;sint;m;sg;gen;mix - adj;sint;m;sg;dat;sw - adj;sint;m;sg;dat;mix - adj;sint;m;sg;acc;st - adj;sint;m;sg;acc;sw - adj;sint;m;sg;acc;mix - adj;sint;m;pl;nom;sw - adj;sint;m;pl;nom;mix - adj;sint;m;pl;gen;sw - adj;sint;m;pl;gen;mix - adj;sint;m;pl;dat;st - adj;sint;m;pl;dat;sw - adj;sint;m;pl;dat;mix - adj;sint;m;pl;acc;sw - adj;sint;m;pl;acc;mix - adj;sint;nt;sg;gen;st - adj;sint;nt;sg;gen;sw - adj;sint;nt;sg;gen;mix - adj;sint;nt;sg;dat;sw - adj;sint;nt;sg;dat;mix - adj;sint;nt;pl;nom;sw - adj;sint;nt;pl;nom;mix - adj;sint;nt;pl;gen;sw - adj;sint;nt;pl;gen;mix - adj;sint;nt;pl;dat;sw - adj;sint;nt;pl;dat;mix - adj;sint;nt;pl;acc;sw - adj;sint;nt;pl;acc;mix - adj;sint;f;sg;gen;sw - adj;sint;f;sg;gen;mix - adj;sint;f;sg;dat;sw - adj;sint;f;sg;dat;mix - adj;sint;f;pl;nom;sw - adj;sint;f;pl;nom;mix - adj;sint;f;pl;gen;sw - adj;sint;f;pl;gen;mix - adj;sint;f;pl;dat;st - adj;sint;f;pl;dat;sw - adj;sint;f;pl;dat;mix - adj;sint;f;pl;acc;sw - adj;sint;f;pl;acc;mix,adj;sint;m;sg;nom;sw - adj;sint;m;pl;nom;st - adj;sint;m;pl;acc;st - adj;sint;f;sg;nom;st - adj;sint;f;sg;nom;sw - adj;sint;f;sg;nom;mix - adj;sint;f;sg;acc;st - adj;sint;f;sg;acc;sw - adj;sint;f;sg;acc;mix - adj;sint;f;pl;nom;st - adj;sint;f;pl;acc;st - adj;sint;nt;sg;nom;sw - adj;sint;nt;sg;acc;sw,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
Verwundete,Verwundete,0_3,V;SBJV;PRS;1;SG,0_3,V;SBJV;PRS;1;SG,verb;pp - verb;pii;p1;sg - verb;pii;p3;sg - verb;pis;p1;sg - verb;pis;p3;sg - adj;sint;m;sg;nom;sw - adj;sint;m;pl;nom;st - adj;sint;m;pl;acc;st - adj;sint;f;sg;nom;st - adj;sint;f;sg;nom;sw - adj;sint;f;sg;nom;mix - adj;sint;f;sg;acc;st - adj;sint;f;sg;acc;sw - adj;sint;f;sg;acc;mix - adj;sint;f;pl;nom;st - adj;sint;f;pl;acc;st - adj;sint;nt;sg;nom;sw - adj;sint;nt;sg;acc;sw,verb;pp - verb;pii;p1;sg - verb;pii;p3;sg - verb;pis;p1;sg - verb;pis;p3;sg - adj;sint;m;sg;nom;sw - adj;sint;m;pl;nom;st - adj;sint;m;pl;acc;st - adj;sint;f;sg;nom;st - adj;sint;f;sg;nom;sw - adj;sint;f;sg;nom;mix - adj;sint;f;sg;acc;st - adj;sint;f;sg;acc;sw - adj;sint;f;sg;acc;mix - adj;sint;f;pl;nom;st - adj;sint;f;pl;acc;st - adj;sint;nt;sg;nom;sw - adj;sint;nt;sg;acc;sw,SRC_SLOT_ERROR;TGT_SLOT_ERROR
erfahren,erfahre,0_0,N;DAT;PL,0_3,V;SBJV;PRS;1;SG,verb;inf - verb;pp - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
halber,halbe,0_5,ADJ;GEN;SG,0_3,V;SBJV;PRS;1;SG,pprep;gen - adj;sint;m;sg;nom;st - adj;sint;m;sg;nom;mix - adj;sint;m;pl;gen;st - adj;sint;f;sg;gen;st - adj;sint;f;sg;dat;st - adj;sint;f;pl;gen;st,n;m;sg;nom;lower - adj;sint;m;sg;nom;sw - adj;sint;m;pl;nom;st - adj;sint;m;pl;acc;st - adj;sint;f;sg;nom;st - adj;sint;f;sg;nom;sw - adj;sint;f;sg;nom;mix - adj;sint;f;sg;acc;st - adj;sint;f;sg;acc;sw - adj;sint;f;sg;acc;mix - adj;sint;f;pl;nom;st - adj;sint;f;pl;acc;st - adj;sint;nt;sg;nom;sw - adj;sint;nt;sg;acc;sw - n;m;sg;nom;lower;compound-R,TGT_SLOT_ERROR
Entsetzet,Entsetzen,0_9,V;SBJV;PRS;2;PL,0_0,N;DAT;PL,verb;prs;p2;pl,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - n;nt;sg;nom - n;nt;sg;dat - n;nt;sg;acc - n;nt;pl;nom - n;nt;pl;gen - n;nt;pl;dat - n;nt;pl;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl - n;nt;sg;cmp;compound-only-L - n;nt;sg;nom;lower - n;nt;sg;dat;lower - n;nt;sg;acc;lower - n;nt;pl;nom;lower - n;nt;pl;gen;lower - n;nt;pl;dat;lower - n;nt;pl;acc;lower - n;nt;sg;nom;lower;compound-R - n;nt;sg;dat;lower;compound-R - n;nt;sg;acc;lower;compound-R - n;nt;sg;lower;cmp;compound-only-L - n;nt;pl;nom;lower;compound-R - n;nt;pl;gen;lower;compound-R - n;nt;pl;dat;lower;compound-R - n;nt;pl;acc;lower;compound-R,MAPPED_POS_PAIR_ERROR
frischem,frischer,0_7,ADJ;DAT;SG,0_5,ADJ;GEN;SG,adj;sint;m;sg;dat;st - adj;sint;nt;sg;dat;st,adj;sint;comp;attr - adj;sint;comp;pred - adj;sint;m;sg;nom;st - adj;sint;m;sg;nom;mix - adj;sint;m;pl;gen;st - adj;sint;f;sg;gen;st - adj;sint;f;sg;dat;st - adj;sint;f;pl;gen;st,ERR_TGT_SLOT_ERROR
reifem,reift,0_7,ADJ;DAT;SG,0_6,V;IND;PRS;2;PL,adj;sint;m;sg;dat;st - adj;sint;nt;sg;dat;st,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg,ERR_TGT_SLOT_ERROR
leget,lege,0_9,V;SBJV;PRS;2;PL,0_3,V;SBJV;PRS;1;SG,verb;prs;p2;pl,verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg,ERR_TGT_SLOT_ERROR
Das,Dan,1_2,DET;NOM;SG,1_1,ADJ;ACC;PL,prn;dem;nt;sg;nom - prn;dem;nt;sg;acc - prn;rel;nt;sg;nom - prn;rel;nt;sg;acc - det;def;nt;sg;nom - det;def;nt;sg;acc,np;ant;m;sg;nom - np;ant;m;sg;dat - np;ant;m;sg;acc,ERR_TGT_SLOT_ERROR
Baches,Bach,0_8,ADJ;ACC;SG,0_12,N;NOM;SG,n;m;sg;gen - n;m;sg;gen;lower - n;m;sg;gen;lower;compound-R,n;m;sg;nom - n;m;sg;dat - n;m;sg;acc - n;m;sg;cmp;compound-only-L - n;m;sg;nom;lower - n;m;sg;dat;lower - n;m;sg;acc;lower - n;m;sg;nom;lower;compound-R - n;m;sg;dat;lower;compound-R - n;m;sg;acc;lower;compound-R - n;m;sg;lower;cmp;compound-only-L,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
fastet,faste,0_9,V;SBJV;PRS;2;PL,0_3,V;SBJV;PRS;1;SG,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg - verb;prs;p2;pl,verb;imp;sg - verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
öffnen,öffnet,0_0,N;DAT;PL,0_9,V;SBJV;PRS;2;PL,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg - verb;prs;p2;pl,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
säst,säe,0_10,V;IND;PRS;2;SG,0_3,V;SBJV;PRS;1;SG,verb;pri;p2;sg,verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg,ERR_TGT_SLOT_ERROR
fliehen,flieht,0_0,N;DAT;PL,0_6,V;IND;PRS;2;PL,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
beschneiden,beschneide,0_0,N;DAT;PL,0_3,V;SBJV;PRS;1;SG,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,verb;imp;sg - verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
Gebot,Gebots,0_12,N;NOM;SG,0_1,N;SG;COMPOUND,n;nt;sg;nom - n;nt;sg;dat - n;nt;sg;acc - n;nt;sg;cmp;compound-only-L - n;nt;sg;nom;lower - n;nt;sg;dat;lower - n;nt;sg;acc;lower - n;nt;sg;nom;lower;compound-R - n;nt;sg;dat;lower;compound-R - n;nt;sg;acc;lower;compound-R - n;nt;sg;lower;cmp;compound-only-L - verb;pii;p1;sg - verb;pii;p3;sg,n;nt;sg;gen - n;nt;sg;cmp;compound-only-L - n;nt;sg;gen;lower - n;nt;sg;gen;lower;compound-R - n;nt;sg;lower;cmp;compound-only-L,C
harrten,harret,0_11,V;SBJV;PST;3;PL,0_9,V;SBJV;PRS;2;PL,verb;pii;p1;pl - verb;pii;p3;pl - verb;pis;p1;pl - verb;pis;p3;pl,verb;prs;p2;pl,ERR_SRC_SLOT_ERROR
Angesicht,Angesicht,0_12,N;NOM;SG,0_12,N;NOM;SG,n;nt;sg;nom - n;nt;sg;dat - n;nt;sg;acc - n;nt;sg;cmp;compound-only-L - n;nt;sg;nom;lower - n;nt;sg;dat;lower - n;nt;sg;acc;lower - n;nt;sg;nom;lower;compound-R - n;nt;sg;dat;lower;compound-R - n;nt;sg;acc;lower;compound-R - n;nt;sg;lower;cmp;compound-only-L,n;nt;sg;nom - n;nt;sg;dat - n;nt;sg;acc - n;nt;sg;cmp;compound-only-L - n;nt;sg;nom;lower - n;nt;sg;dat;lower - n;nt;sg;acc;lower - n;nt;sg;nom;lower;compound-R - n;nt;sg;dat;lower;compound-R - n;nt;sg;acc;lower;compound-R - n;nt;sg;lower;cmp;compound-only-L,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
möchte,möchten,0_3,V;SBJV;PRS;1;SG,0_0,N;DAT;PL,verb;pis;p1;sg - verb;pis;p3;sg,verb;pis;p1;pl - verb;pis;p3;pl,SRC_SLOT_ERROR;TGT_SLOT_ERROR
Herden,Herd,0_0,N;DAT;PL,0_12,N;NOM;SG,n;m;pl;dat - n;f;pl;nom - n;f;pl;gen - n;f;pl;dat - n;f;pl;acc - n;m;pl;dat;lower - n;f;sg;cmp;compound-only-L - n;f;pl;nom;lower - n;f;pl;gen;lower - n;f;pl;dat;lower - n;f;pl;acc;lower - n;m;pl;dat;lower;compound-R - n;f;sg;lower;cmp;compound-only-L - n;f;pl;nom;lower;compound-R - n;f;pl;gen;lower;compound-R - n;f;pl;dat;lower;compound-R - n;f;pl;acc;lower;compound-R,n;m;sg;nom - n;m;sg;dat - n;m;sg;acc - n;m;sg;cmp;compound-only-L - n;m;sg;nom;lower - n;m;sg;dat;lower - n;m;sg;acc;lower - n;m;sg;nom;lower;compound-R - n;m;sg;dat;lower;compound-R - n;m;sg;acc;lower;compound-R - n;m;sg;lower;cmp;compound-only-L,ERR_TGT_SLOT_ERROR
anrichten,anrichte,0_0,N;DAT;PL,0_3,V;SBJV;PRS;1;SG,verb;sep;inf - n;f;pl;nom;lower - n;f;pl;gen;lower - n;f;pl;dat;lower - n;f;pl;acc;lower - verb;sep;ger;nom - verb;sep;ger;dat - verb;sep;ger;acc - n;f;sg;lower;cmp;compound-only-L - n;f;pl;nom;lower;compound-R - n;f;pl;gen;lower;compound-R - n;f;pl;dat;lower;compound-R - n;f;pl;acc;lower;compound-R - verb;sep;fs;pri;p1;pl - verb;sep;fs;pri;p3;pl - verb;sep;fs;prs;p1;pl - verb;sep;fs;prs;p3;pl,n;f;sg;nom;lower - n;f;sg;gen;lower - n;f;sg;dat;lower - n;f;sg;acc;lower - n;f;sg;nom;lower;compound-R - n;f;sg;gen;lower;compound-R - n;f;sg;dat;lower;compound-R - n;f;sg;acc;lower;compound-R - n;f;sg;lower;cmp;compound-only-L - verb;sep;fs;pri;p1;sg - verb;sep;fs;prs;p1;sg - verb;sep;fs;prs;p3;sg,MAPPED_POS_PAIR_ERROR
täte,tätest,0_3,V;SBJV;PRS;1;SG,0_2,V;SBJV;PRS;2;SG,verb;pis;p1;sg - verb;pis;p3;sg,verb;pis;p2;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
verzagt,verzagten,0_6,V;IND;PRS;2;PL,0_11,V;SBJV;PST;3;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
duldet,duldete,0_6,V;IND;PRS;2;PL,0_4,V;SBJV;PST;1;SG,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg - verb;prs;p2;pl,verb;pii;p1;sg - verb;pii;p3;sg - verb;pis;p1;sg - verb;pis;p3;sg,ERR_SRC_SLOT_ERROR
Wärt,Wäre,0_6,V;IND;PRS;2;PL,0_3,V;SBJV;PRS;1;SG,verb;pis;p2;pl,verb;pis;p1;sg - verb;pis;p3;sg,SRC_SLOT_ERROR;TGT_SLOT_ERROR
