src word,tgt word,src slot,src msd,tgt slot,tgt msd,src apertium tags,tgt apertium tags,annotation
друге,друга,2_0,N;ESS;SG,2_6,N;GEN;SG,n;m;aa;sg;prp,n;m;aa;sg;acc - n;m;aa;sg;gen,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
отнимали,отниму,0_0,V;PST;PL,0_23,V;FUT;1;SG,verb;impf;tv;past;mfn;pl - verb;impf;iv;past;mfn;pl,verb;perf;tv;fut;p1;sg - verb;perf;iv;fut;p1;sg,ERR_TGT_SLOT_ERROR
какая,каков,2_9,ADJ;NOM;FEM;SG,2_1,N;GEN;PL,prn;itg;f;an;sg;nom - det;itg;f;an;sg;nom - verb;impf;iv;pprs;adv,prn;itg;m;an;sg;nom - prn;itg;mfn;an;pl;gen,PARADIGM_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
ревнуя,ревнуешь,1_20,V.CVB;PRS,1_23,V;PRS;2;SG,verb;impf;tv;pprs;adv - verb;impf;iv;pprs;adv,verb;impf;tv;pres;p2;sg - verb;impf;iv;pres;p2;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
смертного,смерти,0_10,ADJ;GEN;NEUT;SG,0_1,V;IMP;2;SG,n;m;aa;sg;acc - n;m;aa;sg;gen - adj;sint;nt;an;sg;gen - adj;sint;m;an;sg;gen - adj;sint;m;aa;sg;acc,n;f;nn;sg;gen - n;f;nn;sg;dat - n;f;nn;sg;prp - n;f;nn;pl;nom - n;f;nn;pl;acc,ERR_TGT_SLOT_ERROR
Хашмоне,Хашмоны,2_0,N;ESS;SG,2_3,N;NOM;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
удерживаете,удерживающий,1_19,V;PRS;2;PL,1_21,V.PTCP;ACT;PRS,verb;impf;tv;pres;p2;pl - verb;impf;iv;pres;p2;pl,verb;impf;tv;pprs;actv;m;an;sg;nom - verb;impf;tv;pprs;actv;m;nn;sg;acc - verb;impf;iv;pprs;actv;m;an;sg;nom - verb;impf;iv;pprs;actv;m;nn;sg;acc,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
вера,верным,0_13,PRN;NOM;SG,0_28,ADJ;INS;NEUT;SG,n;f;nn;sg;nom,adj;sint;m;an;sg;ins - adj;sint;nt;an;sg;ins - adj;sint;mfn;an;pl;dat,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
остановился,останови,0_18,V;PST;SG;MASC,0_1,V;IMP;2;SG,verb;perf;iv;past;m;sg,verb;perf;tv;imp;p2;sg - verb;perf;iv;imp;p2;sg,PARADIGM_ERROR
наушник,наушника,2_18,N;NOM;SG,2_6,N;GEN;SG,n;m;nn;sg;nom - n;m;nn;sg;acc - n;m;aa;sg;nom - n;m;nn;sg;nom - n;m;nn;sg;acc,n;m;nn;sg;gen - n;m;aa;sg;gen - n;m;aa;sg;acc - n;m;nn;sg;gen,C
досках,досками,2_10,N;ESS;PL,2_17,N;INS;PL,n;f;nn;pl;prp,n;f;nn;pl;ins,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
произносишь,произносить,0_15,V;FUT;2;SG,0_31,V;NFIN,verb;impf;tv;pres;p2;sg - verb;impf;iv;pres;p2;sg,verb;impf;tv;inf - verb;impf;iv;inf,ERR_SRC_SLOT_ERROR
всякого,всяк,2_7,ADJ;GEN;MASC;SG,2_18,N;NOM;SG,,,UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
терпят,терпение,0_29,V;PRS;3;PL,0_7,PRN;INS;PL,verb;impf;tv;pres;p3;pl - verb;impf;iv;pres;p3;pl,n;nt;nn;sg;nom - n;nt;nn;sg;acc,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
Иоппию,Иоппии,1_2,V;PRS;1;SG,1_22,N;ACC;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
мучится,мучился,0_8,PRN;DAT;3;SG,0_18,V;PST;SG;MASC,verb;impf;tv;pres;p3;sg;pass,verb;impf;tv;past;m;sg;pass,ERR_SRC_SLOT_ERROR
поймают,поймать,0_2,PRN;ACC;3;SG,0_22,DET;PL,verb;perf;tv;fut;p3;pl - verb;perf;iv;fut;p3;pl,verb;perf;tv;inf - verb;perf;iv;inf,ERR_SRC_SLOT_ERROR
положились,положил,0_25,PRN;DAT;SG,0_4,PRN;NOM;3;SG,verb;perf;iv;past;mfn;pl,verb;perf;tv;past;m;sg - verb;perf;iv;past;m;sg,ERR_TGT_SLOT_ERROR
Рама,Рамы,2_6,N;GEN;SG,2_3,N;NOM;PL,n;f;nn;sg;nom,n;f;nn;pl;nom - n;f;nn;pl;acc - n;f;nn;sg;gen,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
истуканы,истукану,2_3,N;NOM;PL,2_19,N;DAT;SG,n;m;aa;pl;nom - n;m;nn;pl;nom - n;m;nn;pl;acc,n;m;aa;sg;dat - n;m;nn;sg;dat,ERR_SRC_SLOT_ERROR
занимались,занимают,1_17,NUM;NOM;PL,1_0,V;FUT;3;PL,verb;impf;iv;past;mfn;pl - verb;impf;tv;past;mfn;pl;pass,verb;impf;tv;pres;p3;pl - verb;impf;iv;pres;p3;pl,ERR_TGT_SLOT_ERROR
отпадения,отпадении,0_11,DET;ACC;PL,0_5,PRN;PL,n;nt;nn;sg;gen - n;nt;nn;pl;nom - n;nt;nn;pl;acc,n;nt;nn;sg;prp,ERR_SRC_SLOT_ERROR
сотворены,сотворила,0_27,ADJ;PL;LGSPEC1,0_9,V;PST;SG;FEM,verb;perf;tv;pp;pasv;short;mfn;pl,verb;perf;tv;past;f;sg - verb;perf;iv;past;f;sg,ERR_SRC_SLOT_ERROR
небес,небесных,0_26,PRN;INS;3;SG,0_19,ADJ;ESS;PL,n;nt;nn;pl;gen - n;nt;nn;pl;gen,adj;sint;mfn;an;pl;gen - adj;sint;mfn;an;pl;prp - adj;sint;mfn;aa;pl;acc,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
приблизит,приблизил,0_16,V;FUT;3;SG,0_4,PRN;NOM;3;SG,verb;perf;tv;fut;p3;sg - verb;perf;iv;fut;p3;sg,verb;perf;tv;past;m;sg - verb;perf;iv;past;m;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
труб,трубный,0_26,PRN;INS;3;SG,0_12,ADJ;NOM;MASC;SG,n;f;nn;pl;gen,adj;sint;m;an;sg;nom - adj;sint;m;nn;sg;acc,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
мира,мирные,0_13,PRN;NOM;SG,0_21,ADJ;NOM;PL,n;m;nn;sg;gen - n;nt;nn;sg;gen - n;nt;nn;pl;nom - n;nt;nn;pl;acc - n;m;nn;sg;gen,adj;sint;mfn;an;pl;nom - adj;sint;mfn;nn;pl;acc,ERR_TGT_SLOT_ERROR
найдем,найдут,1_13,V;PRS;1;PL,1_0,V;FUT;3;PL,verb;perf;tv;imp;p1;pl - verb;perf;tv;fut;p1;pl - verb;perf;iv;imp;p1;pl - verb;perf;iv;fut;p1;pl,verb;perf;tv;fut;p3;pl - verb;perf;iv;fut;p3;pl,ERR_TGT_SLOT_ERROR
омовения,омовение,1_20,V.CVB;PRS,1_10,DET;NOM;SG,n;nt;nn;sg;gen - n;nt;nn;pl;nom - n;nt;nn;pl;acc,n;nt;nn;sg;nom - n;nt;nn;sg;acc,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
посланным,посланные,0_28,ADJ;INS;NEUT;SG,0_21,ADJ;NOM;PL,verb;perf;tv;pp;pasv;m;an;sg;ins - verb;perf;tv;pp;pasv;nt;an;sg;ins - verb;perf;tv;pp;pasv;mfn;an;pl;dat,verb;perf;tv;pp;pasv;mfn;an;pl;nom - verb;perf;tv;pp;pasv;mfn;nn;pl;acc,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
военачальниками,военачальнику,2_17,N;INS;PL,2_19,N;DAT;SG,n;m;aa;pl;ins,n;m;aa;sg;dat,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
другую,другой,2_13,ADJ;ACC;FEM;SG,2_2,ADJ;ESS;FEM;SG,det;ind;f;an;sg;acc,n;m;aa;sg;nom - det;ind;m;an;sg;nom - det;ind;m;nn;sg;acc - det;ind;f;an;sg;gen - det;ind;f;an;sg;dat - det;ind;f;an;sg;prp - det;ind;f;an;sg;ins,SRC_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
проклинаем,проклинайте,1_13,V;PRS;1;PL,1_5,V;IMP;2;PL,verb;impf;tv;pres;p1;pl - verb;impf;iv;pres;p1;pl - verb;impf;tv;pprs;pasv;short;m;sg,verb;impf;tv;imp;p2;pl - verb;impf;iv;imp;p2;pl,ERR_SRC_SLOT_ERROR
удерживать,удерживал,1_14,ADJ;GEN;FEM;SG,1_4,ADJ;MASC;SG;LGSPEC1,verb;impf;tv;inf - verb;impf;iv;inf,verb;impf;tv;past;m;sg - verb;impf;iv;past;m;sg,ERR_TGT_SLOT_ERROR
Сарепты,Сарепту,2_3,N;NOM;PL,2_19,N;DAT;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
возлюбленную,возлюбленной,2_13,ADJ;ACC;FEM;SG,2_2,ADJ;ESS;FEM;SG,n;f;aa;sg;acc - verb;perf;tv;pp;pasv;f;an;sg;acc - adj;sint;f;an;sg;acc - adj;sint;f;nn;sg;acc,n;f;aa;sg;ins - n;f;aa;sg;gen - n;f;aa;sg;dat - n;f;aa;sg;prp - verb;perf;tv;pp;pasv;f;an;sg;gen - verb;perf;tv;pp;pasv;f;an;sg;dat - verb;perf;tv;pp;pasv;f;an;sg;prp - verb;perf;tv;pp;pasv;f;an;sg;ins - adj;sint;f;an;sg;gen - adj;sint;f;an;sg;dat - adj;sint;f;an;sg;prp - adj;sint;f;an;sg;ins,C
топоры,топор,2_3,N;NOM;PL,2_18,N;NOM;SG,n;m;nn;pl;nom - n;m;nn;pl;acc,n;m;nn;sg;nom - n;m;nn;sg;dat - n;m;nn;sg;acc,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
колеблется,колеблется,1_12,PRN;NOM;2;SG,1_12,PRN;NOM;2;SG,verb;impf;iv;pres;p3;sg - verb;impf;tv;pres;p3;sg;pass,verb;impf;iv;pres;p3;sg - verb;impf;tv;pres;p3;sg;pass,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
постоянного,постоянного,0_10,ADJ;GEN;NEUT;SG,0_10,ADJ;GEN;NEUT;SG,adj;sint;nt;an;sg;gen - adj;sint;m;an;sg;gen - adj;sint;m;aa;sg;acc,adj;sint;nt;an;sg;gen - adj;sint;m;an;sg;gen - adj;sint;m;aa;sg;acc,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
обширную,обширной,2_13,ADJ;ACC;FEM;SG,2_2,ADJ;ESS;FEM;SG,adj;sint;f;an;sg;acc - adj;sint;f;nn;sg;acc,adj;sint;f;an;sg;gen - adj;sint;f;an;sg;dat - adj;sint;f;an;sg;prp - adj;sint;f;an;sg;ins,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
защищу,защищение,0_23,V;FUT;1;SG,0_7,PRN;INS;PL,,,ERR_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
разорены,разорил,0_27,ADJ;PL;LGSPEC1,0_4,PRN;NOM;3;SG,verb;perf;tv;pp;pasv;short;mfn;pl,verb;perf;tv;past;m;sg - verb;perf;iv;past;m;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
погубишь,погубит,0_15,V;FUT;2;SG,0_16,V;FUT;3;SG,verb;perf;tv;fut;p2;sg - verb;perf;iv;fut;p2;sg,verb;perf;tv;fut;p3;sg - verb;perf;iv;fut;p3;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
полудня,полудню,1_20,V.CVB;PRS,1_2,V;PRS;1;SG,n;m;nn;sg;gen,n;m;nn;sg;dat,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
сосчитай,сосчитай,1_1,N;ACC;SG,1_1,N;ACC;SG,verb;perf;tv;imp;p2;sg - verb;perf;iv;imp;p2;sg,verb;perf;tv;imp;p2;sg - verb;perf;iv;imp;p2;sg,SRC_SLOT_ERROR;TGT_SLOT_ERROR
причинил,причинит,0_4,PRN;NOM;3;SG,0_16,V;FUT;3;SG,verb;perf;tv;past;m;sg - verb;perf;iv;past;m;sg,verb;perf;tv;fut;p3;sg - verb;perf;iv;fut;p3;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
Саула,Саулова,2_6,N;GEN;SG,2_5,PRN;ACC;SG,,,ERR_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
разорите,разорен,0_6,V;FUT;2;PL,0_24,V.PTCP;PASS;PST,verb;perf;tv;fut;p2;pl - verb;perf;tv;imp;p2;pl - verb;perf;iv;fut;p2;pl - verb;perf;iv;imp;p2;pl,verb;perf;tv;pp;pasv;short;m;sg,ERR_TGT_SLOT_ERROR
попирает,попирает,1_3,V;PRS;3;SG,1_3,V;PRS;3;SG,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
проворным,проворным,2_16,ADJ;INS;MASC;SG,2_16,ADJ;INS;MASC;SG,adj;sint;m;an;sg;ins - adj;sint;nt;an;sg;ins - adj;sint;mfn;an;pl;dat,adj;sint;m;an;sg;ins - adj;sint;nt;an;sg;ins - adj;sint;mfn;an;pl;dat,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
населились,населит,0_25,PRN;DAT;SG,0_16,V;FUT;3;SG,verb;perf;iv;past;mfn;pl,verb;perf;tv;fut;p3;sg - verb;perf;iv;fut;p3;sg,ERR_TGT_SLOT_ERROR
неизреченный,неизреченною,2_12,ADJ;ACC;MASC;SG,2_4,ADJ;INS;FEM;SG,adj;sint;m;an;sg;nom - adj;sint;m;nn;sg;acc,adj;sint;f;an;sg;ins,ERR_SRC_SLOT_ERROR
замечать,замечает,1_14,ADJ;GEN;FEM;SG,1_3,V;PRS;3;SG,verb;impf;tv;inf - verb;impf;iv;inf,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,ERR_TGT_SLOT_ERROR
глубоком,глубокая,2_14,N;INS;SG,2_9,ADJ;NOM;FEM;SG,adj;sint;nt;an;sg;prp - adj;sint;m;an;sg;prp,adj;sint;f;an;sg;nom,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
жнецов,жнецам,2_1,N;GEN;PL,2_11,N;DAT;PL,n;m;aa;pl;gen - n;m;aa;pl;acc,n;m;aa;pl;dat,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
открывал,открывайте,1_4,ADJ;MASC;SG;LGSPEC1,1_5,V;IMP;2;PL,verb;impf;tv;past;m;sg - verb;impf;iv;past;m;sg,verb;impf;tv;imp;p2;pl - verb;impf;iv;imp;p2;pl,ERR_SRC_SLOT_ERROR
полное,полу,0_3,ADJ;ACC;NEUT;SG,0_23,V;FUT;1;SG,adj;sint;nt;an;sg;nom - adj;sint;nt;an;sg;acc,n;m;nn;sg;dat - n;f;nn;sg;acc - n;m;nn;sg;dat - n;m;nn;sg;loc,ERR_SRC_SLOT_ERROR
Наваф,Навафа,2_18,N;NOM;SG,2_6,N;GEN;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
воздаешь,воздает,1_23,V;PRS;2;SG,1_3,V;PRS;3;SG,verb;impf;tv;pres;p2;sg - verb;impf;iv;pres;p2;sg,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
разрушает,разрушит,0_14,PRN;DAT;2;SG,0_16,V;FUT;3;SG,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,verb;perf;tv;fut;p3;sg - verb;perf;iv;fut;p3;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
пары,парою,2_3,N;NOM;PL,2_4,ADJ;INS;FEM;SG,n;f;nn;pl;nom - n;f;nn;pl;acc - n;f;nn;sg;gen - n;m;nn;pl;nom - n;m;nn;pl;acc - n;m;nn;pl;nom - n;m;nn;pl;acc - n;m;nn;pl;nom - n;m;nn;pl;acc - n;m;nn;pl;nom - n;m;nn;pl;acc,n;f;nn;sg;ins,ERR_TGT_SLOT_ERROR
полагай,полагая,1_1,N;ACC;SG,1_20,V.CVB;PRS,verb;impf;tv;imp;p2;sg - verb;impf;iv;imp;p2;sg,verb;impf;tv;pprs;adv - verb;impf;iv;pprs;adv,ERR_TGT_SLOT_ERROR
объявила,объявишь,0_9,V;PST;SG;FEM,0_15,V;FUT;2;SG,verb;perf;tv;past;f;sg - verb;perf;iv;past;f;sg,verb;perf;tv;fut;p2;sg - verb;perf;iv;fut;p2;sg,ERR_TGT_SLOT_ERROR
просит,просите,0_16,V;FUT;3;SG,0_6,V;FUT;2;PL,verb;impf;tv;pres;p3;sg - verb;impf;iv;pres;p3;sg,verb;impf;tv;imp;p2;pl - verb;impf;tv;pres;p2;pl - verb;impf;iv;imp;p2;pl - verb;impf;iv;pres;p2;pl,ERR_SRC_SLOT_ERROR
приму,примите,1_2,V;PRS;1;SG,1_24,PRN;NOM;2;PL,n;f;aa;sg;acc - n;f;nn;sg;acc - verb;perf;tv;fut;p1;sg - verb;perf;iv;fut;p1;sg,verb;perf;tv;imp;p2;pl - verb;perf;iv;imp;p2;pl,SRC_SLOT_ERROR;TGT_SLOT_ERROR
строение,строить,0_7,PRN;INS;PL,0_31,V;NFIN,n;nt;nn;sg;nom - n;nt;nn;sg;acc,verb;perf;tv;inf - verb;perf;iv;inf - verb;impf;tv;inf - verb;impf;iv;inf,ERR_SRC_SLOT_ERROR
благословляем,благословляется,1_13,V;PRS;1;PL,1_12,PRN;NOM;2;SG,verb;impf;tv;pres;p1;pl - verb;impf;iv;pres;p1;pl - verb;impf;tv;pprs;pasv;short;m;sg,verb;impf;iv;pres;p3;sg - verb;impf;tv;pres;p3;sg;pass,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
сотворил,сотворен,0_4,PRN;NOM;3;SG,0_24,V.PTCP;PASS;PST,verb;perf;tv;past;m;sg - verb;perf;iv;past;m;sg,verb;perf;tv;pp;pasv;short;m;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
Риммоне,Риммону,2_0,N;ESS;SG,2_19,N;DAT;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
Елнафана,Елнафан,2_6,N;GEN;SG,2_18,N;NOM;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
сделает,сделались,1_3,V;PRS;3;SG,1_17,NUM;NOM;PL,verb;perf;tv;fut;p3;sg - verb;perf;iv;fut;p3;sg,verb;perf;iv;past;mfn;pl,ERR_SRC_SLOT_ERROR
Филистимского,Филистимскою,2_7,ADJ;GEN;MASC;SG,2_4,ADJ;INS;FEM;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
написанного,написанные,0_10,ADJ;GEN;NEUT;SG,0_21,ADJ;NOM;PL,verb;perf;tv;pp;pasv;nt;an;sg;gen - verb;perf;tv;pp;pasv;m;an;sg;gen - verb;perf;tv;pp;pasv;m;aa;sg;acc - verb;perf;tv;pp;pasv;nt;an;sg;gen - verb;perf;tv;pp;pasv;m;an;sg;gen - verb;perf;tv;pp;pasv;m;aa;sg;acc,verb;perf;tv;pp;pasv;mfn;an;pl;nom - verb;perf;tv;pp;pasv;mfn;nn;pl;acc - verb;perf;tv;pp;pasv;mfn;an;pl;nom - verb;perf;tv;pp;pasv;mfn;nn;pl;acc,SRC_SLOT_ERROR;TGT_SLOT_ERROR
помост,помоста,2_18,N;NOM;SG,2_6,N;GEN;SG,n;m;nn;sg;nom - n;m;nn;sg;dat - n;m;nn;sg;acc,n;m;nn;sg;gen,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
забудешь,забудут,1_23,V;PRS;2;SG,1_0,V;FUT;3;PL,verb;perf;tv;fut;p2;sg - verb;perf;iv;fut;p2;sg,verb;perf;tv;fut;p3;pl - verb;perf;iv;fut;p3;pl,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
замедли,замедли,0_1,V;IMP;2;SG,0_1,V;IMP;2;SG,verb;perf;tv;imp;p2;sg - verb;perf;iv;imp;p2;sg,verb;perf;tv;imp;p2;sg - verb;perf;iv;imp;p2;sg,C
благодеяниях,благодеяниями,1_9,V;2;PL,1_7,NUM;ACC;SG,n;nt;nn;pl;prp,n;nt;nn;pl;ins,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
собирания,собирать,1_8,NUM;GEN;PL,1_14,ADJ;GEN;FEM;SG,n;nt;nn;sg;gen - n;nt;nn;pl;nom - n;nt;nn;pl;acc,verb;impf;tv;inf - verb;impf;iv;inf,ERR_SRC_SLOT_ERROR
отвратить,отвратили,0_31,V;NFIN,0_0,V;PST;PL,verb;perf;tv;inf - verb;perf;iv;inf,verb;perf;tv;past;mfn;pl - verb;perf;iv;past;mfn;pl,C
чаше,чаш,2_0,N;ESS;SG,2_18,N;NOM;SG,n;f;nn;sg;dat - n;f;nn;sg;prp,n;f;nn;pl;gen,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
стерегу,стерегла,1_2,V;PRS;1;SG,1_16,ADJ;FEM;SG;LGSPEC1,verb;impf;tv;pres;p1;sg - verb;impf;iv;pres;p1;sg,verb;impf;tv;past;f;sg - verb;impf;iv;past;f;sg,ERR_SRC_SLOT_ERROR
называть,называй,1_14,ADJ;GEN;FEM;SG,1_1,N;ACC;SG,verb;impf;tv;inf - verb;impf;iv;inf,verb;impf;tv;imp;p2;sg - verb;impf;iv;imp;p2;sg,SRC_SLOT_ERROR;TGT_SLOT_ERROR
уповает,уповало,1_3,V;PRS;3;SG,1_15,V;PST;SG;NEUT,verb;impf;iv;pres;p3;sg,verb;impf;iv;past;nt;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
красного,краса,0_10,ADJ;GEN;NEUT;SG,0_13,PRN;NOM;SG,n;m;aa;sg;acc - n;m;aa;sg;gen - adj;sint;nt;an;sg;gen - adj;sint;m;an;sg;gen - adj;sint;m;aa;sg;acc,n;f;nn;sg;nom,ERR_TGT_SLOT_ERROR
разум,разумен,0_26,PRN;INS;3;SG,0_24,V.PTCP;PASS;PST,n;m;nn;sg;nom - n;m;nn;sg;dat - n;m;nn;sg;acc,adj;sint;short;m;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
уразумения,уразумел,1_8,NUM;GEN;PL,1_4,ADJ;MASC;SG;LGSPEC1,n;nt;nn;sg;gen - n;nt;nn;pl;nom - n;nt;nn;pl;acc,verb;perf;iv;past;m;sg,ERR_SRC_SLOT_ERROR
исполняете,исполняющий,1_19,V;PRS;2;PL,1_21,V.PTCP;ACT;PRS,verb;impf;tv;pres;p2;pl - verb;impf;iv;pres;p2;pl,verb;impf;tv;pprs;actv;m;an;sg;nom - verb;impf;tv;pprs;actv;m;nn;sg;acc - verb;impf;iv;pprs;actv;m;an;sg;nom - verb;impf;iv;pprs;actv;m;nn;sg;acc,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
ранами,рана,2_17,N;INS;PL,2_6,N;GEN;SG,n;f;nn;pl;ins,n;f;nn;sg;nom,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
вспомнила,вспомнили,0_9,V;PST;SG;FEM,0_0,V;PST;PL,verb;perf;tv;past;f;sg - verb;perf;iv;past;f;sg,verb;perf;tv;past;mfn;pl - verb;perf;iv;past;mfn;pl,C
Приклони,Приклоню,1_22,N;ACC;PL,1_2,V;PRS;1;SG,verb;perf;tv;imp;p2;sg - verb;perf;iv;imp;p2;sg,verb;perf;tv;fut;p1;sg - verb;perf;iv;fut;p1;sg,ERR_TGT_SLOT_ERROR
уставу,уставов,2_19,N;DAT;SG,2_1,N;GEN;PL,n;m;nn;sg;dat,n;m;nn;pl;gen,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
члены,членами,2_3,N;NOM;PL,2_17,N;INS;PL,n;m;aa;pl;nom - n;m;nn;pl;nom - n;m;nn;pl;acc,n;m;aa;pl;ins - n;m;nn;pl;ins,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
реши,решит,0_1,V;IMP;2;SG,0_16,V;FUT;3;SG,verb;perf;tv;imp;p2;sg - verb;perf;iv;imp;p2;sg,verb;perf;tv;fut;p3;sg - verb;perf;iv;fut;p3;sg,ERR_TGT_SLOT_ERROR
Адами,Аду,2_17,N;INS;PL,2_19,N;DAT;SG,n;f;nn;pl;ins,n;m;nn;sg;dat - n;m;nn;sg;prp - n;f;nn;sg;acc,ERR_SRC_SLOT_ERROR
отверсты,отверстым,2_3,N;NOM;PL,2_16,ADJ;INS;MASC;SG,adj;sint;short;mfn;pl,adj;sint;m;an;sg;ins - adj;sint;nt;an;sg;ins - adj;sint;mfn;an;pl;dat,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
спрашивая,спрашиваешь,1_20,V.CVB;PRS,1_23,V;PRS;2;SG,verb;impf;tv;pprs;adv - verb;impf;iv;pprs;adv,verb;impf;tv;pres;p2;sg - verb;impf;iv;pres;p2;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
мятежное,мятежный,0_3,ADJ;ACC;NEUT;SG,0_12,ADJ;NOM;MASC;SG,adj;sint;nt;an;sg;nom - adj;sint;nt;an;sg;acc,adj;sint;m;an;sg;nom - adj;sint;m;nn;sg;acc,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
несут,несу,1_0,V;FUT;3;PL,1_2,V;PRS;1;SG,verb;impf;iv;pres;p3;pl,verb;impf;iv;pres;p1;sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
переставал,перестав,0_4,PRN;NOM;3;SG,0_26,PRN;INS;3;SG,verb;impf;iv;past;m;sg,verb;perf;iv;pp;adv,ERR_SRC_SLOT_ERROR
упрашивал,упрашивали,1_1,N;ACC;SG,1_22,N;ACC;PL,verb;impf;tv;past;m;sg - verb;impf;iv;past;m;sg,verb;impf;tv;past;mfn;pl - verb;impf;iv;past;mfn;pl,ERR_SRC_SLOT_ERROR
цветы,цветами,2_3,N;NOM;PL,2_17,N;INS;PL,n;m;nn;pl;nom - n;m;nn;pl;acc - n;m;nn;pl;nom - n;m;nn;pl;acc,n;m;nn;pl;ins - n;m;nn;pl;ins - n;m;nn;pl;ins,ERR_SRC_SLOT_ERROR
