src word,tgt word,src slot,src predicted MSD,tgt slot,tgt predicted MSD,annotation
μετέχω,μετέχουν,1_8,V;1;SG;IPFV;PRS,1_5,?
πονηρός,πονηρά,2_22,ADJ;NOM;SG;MASC,2_14,N;ACC;PL
κάνει,κάνῃς,1_10,V;3;SG;IPFV;PRS,1_2,?
ἠλία,ἠλίαν,0_0,N;ACC;SG,0_5,?
παρηγορήσῃ,παρηγοροῦν,2_18,?,2_3,?
βλέπῃ,βλέπω,1_4,?,1_8,V;1;SG;IPFV;PRS
πειράζεται,πειράζετε,1_1,ADJ;VOC;PL;FEM;SPRL;AB,1_3,V;2;PL;IMP
ἀληθινὴ,ἀληθινήν,2_20,?,2_10,?
ἐτήρησαν,ἐτήρησες,0_5,?,0_9,N;NOM;PL
καλά,καλεῖ,2_14,N;ACC;PL,2_8,?
ἐξωτερικός,ἐξωτερικά,2_22,ADJ;NOM;SG;MASC,2_14,N;ACC;PL
μωρίας,μωρός,2_11,V;2;PL;IPFV;PST,2_22,ADJ;NOM;SG;MASC
γνωστῶν,γνωστὸς,2_24,?,2_21,?
βουνοῦ,βουνῶν,2_17,?,2_24,?
ἔρημους,ἔρημος,0_7,ADJ;ACC;PL;MASC,0_2,N;NOM;SG
κραυγή,κραυγὴν,2_0,N;VOC;SG,2_12,?
τυφλός,τυφλόν,2_22,ADJ;NOM;SG;MASC,2_13,ADJ;NOM;SG;NEUT
πιά,πιῶ,2_14,N;ACC;PL,2_7,?
φανοὺς,φανοῦν,2_15,?,2_3,?
πεθαίνω,πεθαίνετε,1_8,V;1;SG;IPFV;PRS,1_3,V;2;PL;IMP
νεκρός,νεκροὶ,2_22,ADJ;NOM;SG;MASC,2_19,?
ὀργὴν,ὀργῆς,2_12,?,2_5,?
ὀνομάσουν,ὀνομάσετε,1_5,?,1_3,V;2;PL;IMP
πιστά,πιστοὶ,2_14,N;ACC;PL,2_19,?
ψαλμῶν,ψαλμοὺς,2_24,?,2_15,?
ὑπερβολικὴν,ὑπερβολικὴ,2_12,?,2_20,?
μικροὶ,μικρὴ,2_19,?,2_20,?
ἀποβάλωμεν,ἀποβάλει,1_7,?,1_10,V;3;SG;IPFV;PRS
ἀδελφόν,ἀδελφὴν,2_13,ADJ;NOM;SG;NEUT,2_12,?
ἀνεβῇ,ἀνεβοῦν,2_2,?,2_3,?
ἔργων,ἔργα,0_8,N;GEN;PL,0_0,N;ACC;SG
ἀπειθεῖ,ἀπειθοῦν,2_8,?,2_3,?
στάχυα,στάχυ,0_0,N;ACC;SG,0_0,N;ACC;SG
τιμήν,τιμὴν,2_10,?,2_12,?
χειρότερο,χειρότερον,0_10,ADJ;VOC;SG;NEUT,0_1,?
ὁδηγῇ,ὁδηγήσῃ,2_2,?,2_18,?
πρεσβυτέρας,πρεσβυτέρους,0_11,N;GEN;SG,0_7,ADJ;ACC;PL;MASC
χωριοῦ,χωριὰ,2_17,?,2_1,?
μεγαλύτερος,μεγαλύτερην,0_2,N;NOM;SG,0_4,?
πολλοί,πολλήν,2_6,ADJ;VOC;PL;MASC,2_10,?
παίρνει,παίρνεις,1_10,V;3;SG;IPFV;PRS,1_6,V;2;SG;IPFV;PRS
φέρει,φέρω,1_10,V;3;SG;IPFV;PRS,1_8,V;1;SG;IPFV;PRS
κάμω,κάμε,1_8,V;1;SG;IPFV;PRS,1_11,V;2;SG;IMP
γνήσιο,γνήσιε,0_10,ADJ;VOC;SG;NEUT,0_12,V;3;SG;PFV;PST
διαχειριστήν,διαχειριστὴν,2_10,?,2_12,?
εἰσέλθῃ,εἰσέλθουν,1_4,?,1_5,?
στέλλω,στέλλομεν,1_8,V;1;SG;IPFV;PRS,1_0,?
δίνετε,δίνομεν,1_3,V;2;PL;IMP,1_0,?
περισσότεροι,περισσότερα,0_13,ADJ;NOM;PL;MASC,0_0,N;ACC;SG
λοιπὰ,λοιποί,2_1,?,2_6,ADJ;VOC;PL;MASC
ζωντανήν,ζωντανοῦ,2_10,?,2_17,?
ἐκλήθης,ἐκλήθη,0_2,N;NOM;SG,0_0,N;ACC;SG
περιοχὴν,περιοχῆς,2_12,?,2_5,?
ἐνεργῶ,ἐνεργῆτε,2_7,?,2_9,?
ἀρχῇ,ἀρχήν,2_2,?,2_10,?
κεντήσῃ,κεντήσω,1_4,?,1_8,V;1;SG;IPFV;PRS
ἀγαπητήν,ἀγαπητός,2_10,?,2_22,ADJ;NOM;SG;MASC
σώσῃς,σώσῃ,1_2,?,1_4,?
κηρυχθῆ,κηρυχθοῦν,2_16,?,2_3,?
κάποιαν,κάποιο,0_5,?,0_10,ADJ;VOC;SG;NEUT
χήραν,χήρα,0_5,?,0_0,N;ACC;SG
ἐλπίζομεν,ἐλπίζωμεν,1_0,?,1_7,?
γρήγορα,γρήγορος,0_0,N;ACC;SG,0_2,N;NOM;SG
χρυσῶν,χρυσὸν,2_24,?,2_4,?
ζωντανὸς,ζωντανός,2_21,?,2_22,ADJ;NOM;SG;MASC
ὅλη,ὅλος,0_14,ADJ;NOM;SG;FEM,0_2,N;NOM;SG
παιδαγωγὸς,παιδαγωγός,2_21,?,2_22,ADJ;NOM;SG;MASC
θεωροῦν,θεωρεῖ,2_3,?,2_8,?
καταλάβῃς,καταλάβῃ,1_2,?,1_4,?
λεγόμενον,λεγόμενοι,0_1,?,0_13,ADJ;NOM;PL;MASC
τυφλοῦ,τυφλοὶ,2_17,?,2_19,?
ἀσθενῆ,ἀσθενήσῃ,2_16,?,2_18,?
καλύτερα,καλύτερο,0_0,N;ACC;SG,0_10,ADJ;VOC;SG;NEUT
μέσα,μέση,0_0,N;ACC;SG,0_14,ADJ;NOM;SG;FEM
καταστροφή,καταστροφὴ,2_0,N;VOC;SG,2_20,?
ἐργάτας,ἐργάτην,0_11,N;GEN;SG,0_4,?
ἐπιστρέψῃς,ἐπιστρέψω,1_2,?,1_8,V;1;SG;IPFV;PRS
μίλησε,μίλησαν,0_12,V;3;SG;PFV;PST,0_5,?
τρέχετε,τρέχουν,1_3,V;2;PL;IMP,1_5,?
φάγω,φάγει,1_8,V;1;SG;IPFV;PRS,1_10,V;3;SG;IPFV;PRS
πλουσίους,πλουσίου,0_7,ADJ;ACC;PL;MASC,0_15,ADJ;GEN;SG;NEUT
διατηρήσῃ,διατηρῆτε,2_18,?,2_9,?
θέλουν,θέλων,1_5,?,1_9,?
ἐπλησίαζαν,ἐπλησίαζε,0_5,?,0_12,V;3;SG;PFV;PST
ἔρημος,ἔρημους,0_2,N;NOM;SG,0_7,ADJ;ACC;PL;MASC
καταδίκη,καταδίκης,0_0,N;ACC;SG,0_2,N;NOM;SG
τρώγουν,τρώγει,1_5,?,1_10,V;3;SG;IPFV;PRS
θέτει,θέτουν,1_10,V;3;SG;IPFV;PRS,1_5,?
πληγὴ,πληγήν,2_20,?,2_10,?
ὥραν,ὥρας,0_5,?,0_11,N;GEN;SG
ἀδύνατοι,ἀδύνατα,0_13,ADJ;NOM;PL;MASC,0_0,N;ACC;SG
νοῦς,νοῦ,0_2,N;NOM;SG,0_0,N;ACC;SG
ψαλμόν,ψαλμῶν,2_13,ADJ;NOM;SG;NEUT,2_24,?
ἀληθινός,ἀληθινοῦ,2_22,ADJ;NOM;SG;MASC,2_17,?
καρποὺς,καρπός,2_15,?,2_22,ADJ;NOM;SG;MASC
πονηρά,πονηρίαν,2_14,N;ACC;PL,2_23,?
ἐγέννησε,ἐγέννησα,0_12,V;3;SG;PFV;PST,0_0,N;ACC;SG
ἄκουε,ἄκουαν,0_12,V;3;SG;PFV;PST,0_5,?
σοφῶν,σοφὴν,2_24,?,2_12,?
διωγμοὺς,διωγμὸν,2_15,?,2_4,?
αὐτὸς,αὐτὴ,2_21,?,2_20,?
ἐκκλησίαν,ἐκκλησίας,2_23,?,2_11,V;2;PL;IPFV;PST
ταπεινός,ταπεινοὺς,2_22,ADJ;NOM;SG;MASC,2_15,?
βάλε,βάλῃς,1_11,V;2;SG;IMP,1_2,?
φυσικῶν,φυσικόν,2_24,?,2_13,ADJ;NOM;SG;NEUT
βλάψῃς,βλάψετε,1_2,?,1_3,V;2;PL;IMP
ἔγινες,ἔγινα,0_9,N;NOM;PL,0_0,N;ACC;SG
σοφοὺς,σοφόν,2_15,?,2_13,ADJ;NOM;SG;NEUT
ἀρκετοὶ,ἀρκετόν,2_19,?,2_13,ADJ;NOM;SG;NEUT
ὅλων,ὅλον,0_8,N;GEN;PL,0_1,?
ἐξακολουθῶ,ἐξακολουθοῦν,2_7,?,2_3,?
φυσικῶν,φυσικὸς,2_24,?,2_21,?
νεωτέρας,νεωτέρου,0_11,N;GEN;SG,0_15,ADJ;GEN;SG;NEUT
ἑτοίμασε,ἑτοίμασαν,0_12,V;3;SG;PFV;PST,0_5,?
λίμνης,λίμνην,0_2,N;NOM;SG,0_1,?
γνήσια,γνήσιο,0_0,N;ACC;SG,0_10,ADJ;VOC;SG;NEUT
ἀστέρα,ἀστέρι,0_0,N;ACC;SG,0_6,N;VOC;PL
ἵπποι,ἵππων,0_13,ADJ;NOM;PL;MASC,0_8,N;GEN;PL
ἐκτελῇ,ἐκτελεῖ,2_2,?,2_8,?
γίνῃ,γίνεται,1_4,?,1_1,ADJ;VOC;PL;FEM;SPRL;AB
βλάψῃς,βλάψῃ,1_2,?,1_4,?
φυλάττῃς,φυλάττουν,1_2,?,1_5,?
σεμνή,σεμνά,2_0,N;VOC;SG,2_14,N;ACC;PL
κακοῦ,κακοὺς,2_17,?,2_15,?
ἐλπίζει,ἐλπίζουν,1_10,V;3;SG;IPFV;PRS,1_5,?
γεμᾶτα,γεμᾶτο,0_0,N;ACC;SG,0_10,ADJ;VOC;SG;NEUT
κακῶν,κακός,2_24,?,2_22,ADJ;NOM;SG;MASC
πραγματικοὶ,πραγματικὸς,2_19,?,2_21,?
παραθέσουν,παραθέσῃ,1_5,?,1_4,?
ἀρκετὸς,ἀρκετοὶ,2_21,?,2_19,?
ὀνομάζει,ὀνομάζω,1_10,V;3;SG;IPFV;PRS,1_8,V;1;SG;IPFV;PRS
πέτρον,πέτραν,0_1,?,0_5,?
ἀνέκρινα,ἀνέκριναν,0_0,N;ACC;SG,0_5,?
ἀμφιβάλλετε,ἀμφιβάλλῃ,1_3,V;2;PL;IMP,1_4,?
δίνομεν,δίνει,1_0,?,1_10,V;3;SG;IPFV;PRS
ἐμπιστοσύνης,ἐμπιστοσύνην,0_2,N;NOM;SG,0_1,?
γνώμην,γνώμης,0_1,?,0_2,N;NOM;SG
ἱερεμίας,ἱερεμία,0_11,N;GEN;SG,0_0,N;ACC;SG
βουνὰ,βουνῶν,2_1,?,2_24,?
νομίζει,νομίζεις,1_10,V;3;SG;IPFV;PRS,1_6,V;2;SG;IPFV;PRS
παραμείνῃς,παραμείνωμεν,1_2,?,1_7,?
ξέρῃς,ξέρῃ,1_2,?,1_4,?
κόψῃς,κόψε,1_2,?,1_11,V;2;SG;IMP
ἐρχομὸν,ἐρχομὸς,2_4,?,2_21,?
ἐννοεῖ,ἐννοῆτε,2_8,?,2_9,?
ὅλην,ὅλους,0_4,?,0_7,ADJ;ACC;PL;MASC
ἁμαρτάνῃς,ἁμαρτάνετε,1_2,?,1_3,V;2;PL;IMP
ἄκαρπος,ἄκαρποι,0_2,N;NOM;SG,0_13,ADJ;NOM;PL;MASC
ἀνθρώπινην,ἀνθρώπινον,0_4,?,0_1,?
κεφαλήν,κεφαλῆς,2_10,?,2_5,?
γραμμένα,γραμμένοι,0_0,N;ACC;SG,0_13,ADJ;NOM;PL;MASC
κακή,κακοί,2_0,N;VOC;SG,2_6,ADJ;VOC;PL;MASC
ἐχθροὶ,ἐχθρὸς,2_19,?,2_21,?
διετία,διετίαν,0_0,N;ACC;SG,0_5,?
ἀρχὴν,ἀρχήν,2_12,?,2_10,?
υἱοῦ,υἱὸς,2_17,?,2_21,?
σάλπιγγος,σάλπιγγα,0_2,N;NOM;SG,0_0,N;ACC;SG
χαίρω,χαίρομεν,1_8,V;1;SG;IPFV;PRS,1_0,?
ἐκείνων,ἐκείνας,0_8,N;GEN;PL,0_11,N;GEN;SG
καταλαβαίνετε,καταλαβαίνει,1_3,V;2;PL;IMP,1_10,V;3;SG;IPFV;PRS
παραγγέλλει,παραγγέλλουν,1_10,V;3;SG;IPFV;PRS,1_5,?
αὐτήν,αὐτή,2_10,?,2_0,N;VOC;SG
ξέρωμεν,ξέρῃ,1_7,?,1_4,?
σώζεται,σώζει,1_1,ADJ;VOC;PL;FEM;SPRL;AB,1_10,V;3;SG;IPFV;PRS
ἁμαρτωλὴ,ἁμαρτωλοῦ,2_20,?,2_17,?
πνεύματα,πνεύματι,0_0,N;ACC;SG,0_6,N;VOC;PL
κέρδη,κέρδος,0_14,ADJ;NOM;SG;FEM,0_2,N;NOM;SG
μέσου,μέσα,0_15,ADJ;GEN;SG;NEUT,0_0,N;ACC;SG
χειροποίητα,χειροποίητον,0_0,N;ACC;SG,0_1,?
γεωργός,γεωργοὶ,2_22,ADJ;NOM;SG;MASC,2_19,?
ἀγάπας,ἀγάπη,0_11,N;GEN;SG,0_14,ADJ;NOM;SG;FEM
κυρίους,κυρίου,0_7,ADJ;ACC;PL;MASC,0_15,ADJ;GEN;SG;NEUT
ἀνήκω,ἀνήκετε,1_8,V;1;SG;IPFV;PRS,1_3,V;2;PL;IMP
ἀποδοχή,ἀποδοχῆς,2_0,N;VOC;SG,2_5,?
ἀνδρέας,ἀνδρέα,0_11,N;GEN;SG,0_0,N;ACC;SG
κακὸν,κακοὺς,2_4,?,2_15,?
θυσίαν,θυσία,0_5,?,0_0,N;ACC;SG
πόσο,πόσες,0_10,ADJ;VOC;SG;NEUT,0_9,N;NOM;PL
λατρεύομεν,λατρεύουν,1_0,?,1_5,?
ὡρισμένον,ὡρισμένας,0_1,?,0_11,N;GEN;SG
συναθροίσεις,συναθροίσουν,1_6,V;2;SG;IPFV;PRS,1_5,?
ὑπηρετῇ,ὑπηρετῆτε,2_2,?,2_9,?
ὄρνεα,ὄρνεον,0_0,N;ACC;SG,0_1,?
βλέπων,βλέπῃς,1_9,?,1_2,?
μολύνει,μολύνουν,1_10,V;3;SG;IPFV;PRS,1_5,?
ποταμοῦ,ποταμὸς,2_17,?,2_21,?
κηρύξουν,κηρύξῃ,1_5,?,1_4,?
παραδίδω,παραδίδεται,1_8,V;1;SG;IPFV;PRS,1_1,ADJ;VOC;PL;FEM;SPRL;AB
βοηθὸν,βοηθόν,2_4,?,2_13,ADJ;NOM;SG;NEUT
ὑπομονῆς,ὑπομονή,2_5,?,2_0,N;VOC;SG
ἑορτῆς,ἑορτὴν,2_5,?,2_12,?
λεπτά,λεπτὰ,2_14,N;ACC;PL,2_1,?
ἀνεγνώρισαν,ἀνεγνώρισε,0_5,?,0_12,V;3;SG;PFV;PST
μείνῃ,μείνετε,1_4,?,1_3,V;2;PL;IMP
φρονῶ,φρονοῦν,2_7,?,2_3,?
συναθροίσουν,συναθροίσεις,1_5,?,1_6,V;2;SG;IPFV;PRS
καιρός,καιρῶν,2_22,ADJ;NOM;SG;MASC,2_24,?
πέσῃ,πέσε,1_4,?,1_11,V;2;SG;IMP
χαροῦν,χαρῶ,2_3,?,2_7,?
κακή,κακόν,2_0,N;VOC;SG,2_13,ADJ;NOM;SG;NEUT
ἐμπιστευθῆ,ἐμπιστευθοῦν,2_16,?,2_3,?
ὀρθήν,ὀρθή,2_10,?,2_0,N;VOC;SG
παρακαλοῦν,παρακαλῶ,2_3,?,2_7,?
πτωχοὶ,πτωχὸν,2_19,?,2_4,?
παρηγορῆτε,παρηγοροῦν,2_9,?,2_3,?
ἐκτελέσωμεν,ἐκτελέσῃ,1_7,?,1_4,?
βλάσφημοι,βλάσφημα,0_13,ADJ;NOM;PL;MASC,0_0,N;ACC;SG
στιγμήν,στιγμή,2_10,?,2_0,N;VOC;SG
εὐλογημένην,εὐλογημένοι,0_4,?,0_13,ADJ;NOM;PL;MASC
οἰκοδομὴν,οἰκοδομοῦν,2_12,?,2_3,?
ἔπαινος,ἔπαινον,0_2,N;NOM;SG,0_1,?
ἔστειλε,ἔστειλαν,0_12,V;3;SG;PFV;PST,0_5,?
ἀποδοχῆς,ἀποδοχή,2_5,?,2_0,N;VOC;SG
θεὸς,θεῶν,2_21,?,2_24,?
ἁγιασμοῦ,ἁγιασμόν,2_17,?,2_13,ADJ;NOM;SG;NEUT
ἀγαθός,ἀγαθήν,2_22,ADJ;NOM;SG;MASC,2_10,?
ἀναμένει,ἀναμένετε,1_10,V;3;SG;IPFV;PRS,1_3,V;2;PL;IMP
λόγος,λόγοι,0_2,N;NOM;SG,0_13,ADJ;NOM;PL;MASC
κατατρώγει,κατατρώγῃ,1_10,V;3;SG;IPFV;PRS,1_4,?
χρυσὸν,χρυσὰ,2_4,?,2_1,?
κακὸν,κακίας,2_4,?,2_11,V;2;PL;IPFV;PST
δίκαια,δίκαιος,0_0,N;ACC;SG,0_2,N;NOM;SG
κοφτερή,κοφτερὴ,2_0,N;VOC;SG,2_20,?
πέμπτην,πέμπτος,0_4,?,0_2,N;NOM;SG
καιρός,καιροὶ,2_22,ADJ;NOM;SG;MASC,2_19,?
γνωρίσῃς,γνωρίσῃ,1_2,?,1_4,?
ὁδηγίας,ὁδηγοὶ,2_11,V;2;PL;IPFV;PST,2_19,?
ἄμεμπτον,ἄμεμπτα,0_1,?,0_0,N;ACC;SG
ἀδελφήν,ἀδελφοί,2_10,?,2_6,ADJ;VOC;PL;MASC
πιῇ,πιά,2_2,?,2_14,N;ACC;PL
ἀληθινοὶ,ἀληθινὸν,2_19,?,2_4,?
βάλει,βάλω,1_10,V;3;SG;IPFV;PRS,1_8,V;1;SG;IPFV;PRS
φίλιππε,φίλιππον,0_12,V;3;SG;PFV;PST,0_1,?
ὑποκρισία,ὑποκρισίας,0_0,N;ACC;SG,0_11,N;GEN;SG
ἀμοιβαίαν,ἀμοιβαίας,0_1,?,0_2,N;NOM;SG
κοινὸν,κοινά,2_4,?,2_14,N;ACC;PL
σοφίας,σοφὸς,2_11,V;2;PL;IPFV;PST,2_21,?
λύκος,λύκους,0_2,N;NOM;SG,0_7,ADJ;ACC;PL;MASC
λιμένας,λιμένες,0_11,N;GEN;SG,0_9,N;NOM;PL
ἔτρεξα,ἔτρεξε,0_0,N;ACC;SG,0_12,V;3;SG;PFV;PST
τοποθετοῦν,τοποθετήσῃ,2_3,?,2_18,?
ὀλίγην,ὀλίγων,0_4,?,0_8,N;GEN;PL
θρῆσκοι,θρῆσκος,0_6,N;VOC;PL,0_2,N;NOM;SG
ἐλπίζει,ἐλπίζῃ,1_10,V;3;SG;IPFV;PRS,1_4,?
γραφήν,γραφῶν,2_10,?,2_24,?
οἰκοδομὴν,οἰκοδομήν,2_12,?,2_10,?
βγάλῃ,βγάλετε,1_4,?,1_3,V;2;PL;IMP
αὐτοὺς,αὐτά,2_15,?,2_14,N;ACC;PL
κηρύττῃ,κηρύττεις,1_4,?,1_6,V;2;SG;IPFV;PRS
πιστεύεις,πιστεύῃ,1_6,V;2;SG;IPFV;PRS,1_4,?
λόγων,λόγος,0_8,N;GEN;PL,0_2,N;NOM;SG
ἀγαθὸν,ἀγαθή,2_4,?,2_0,N;VOC;SG
καταλάβῃς,καταλάβω,1_2,?,1_8,V;1;SG;IPFV;PRS
ἀδύνατοι,ἀδύνατους,0_13,ADJ;NOM;PL;MASC,0_7,ADJ;ACC;PL;MASC
φέρουν,φέρῃς,1_5,?,1_2,?
ζωντανοῦ,ζωντανὴ,2_17,?,2_20,?
αἰχμάλωτοι,αἰχμάλωτη,0_13,ADJ;NOM;PL;MASC,0_14,ADJ;NOM;SG;FEM
δυνατός,δυνατὴν,2_22,ADJ;NOM;SG;MASC,2_12,?
ματθαῖος,ματθαῖον,0_2,N;NOM;SG,0_1,?
ποιός,ποιὰ,2_22,ADJ;NOM;SG;MASC,2_1,?
δίνῃ,δίνομεν,1_4,?,1_0,?
βλέπομεν,βλέπῃς,1_0,?,1_2,?
θέλετε,θέλουν,1_3,V;2;PL;IMP,1_5,?
φοβερὴ,φοβερὰ,2_20,?,2_1,?
ἕτοιμος,ἕτοιμη,0_2,N;NOM;SG,0_14,ADJ;NOM;SG;FEM
ἐπιτρέπει,ἐπιτρέπεται,1_10,V;3;SG;IPFV;PRS,1_1,ADJ;VOC;PL;FEM;SPRL;AB
ἀκούετε,ἀκούουν,1_3,V;2;PL;IMP,1_5,?
κατοικῇ,κατοικοῦν,2_2,?,2_3,?
ἀρετή,ἀρετὴ,2_0,N;VOC;SG,2_20,?
ποιά,ποιόν,2_14,N;ACC;PL,2_13,ADJ;NOM;SG;NEUT
ἕλληνος,ἕλληνες,0_2,N;NOM;SG,0_9,N;NOM;PL
δοκιμάζεται,δοκιμάζετε,1_1,ADJ;VOC;PL;FEM;SPRL;AB,1_3,V;2;PL;IMP
παρηγορίας,παρηγορῆτε,2_11,V;2;PL;IPFV;PST,2_9,?
βαδίζωμεν,βαδίζῃ,1_7,?,1_4,?
κρίνουν,κρίνῃς,1_5,?,1_2,?
ἀποταμιευμένη,ἀποταμιευμένοι,0_14,ADJ;NOM;SG;FEM,0_13,ADJ;NOM;PL;MASC
ἐχθρῶν,ἐχθρός,2_24,?,2_22,ADJ;NOM;SG;MASC
κακή,κακοῦ,2_0,N;VOC;SG,2_17,?
θερμὸν,θερμὰ,2_4,?,2_1,?
μολύνῃ,μολύνεται,1_4,?,1_1,ADJ;VOC;PL;FEM;SPRL;AB
ἀσθενῶν,ἀσθενεῖ,2_24,?,2_8,?
μαθητήν,μαθητῶν,2_10,?,2_24,?
διδάσκαλον,διδάσκαλοι,0_1,?,0_13,ADJ;NOM;PL;MASC
ἀποκαταστήσῃς,ἀποκαταστήσῃ,1_2,?,1_4,?
ἀρχισυναγώγους,ἀρχισυναγώγου,0_2,N;NOM;SG,0_0,N;ACC;SG
προσέφεραν,προσέφερε,0_5,?,0_12,V;3;SG;PFV;PST
γαμβροῦ,γαμβρός,2_17,?,2_22,ADJ;NOM;SG;MASC
ἐπέρασαν,ἐπέρασε,0_5,?,0_12,V;3;SG;PFV;PST
γυμνοί,γυμνὸς,2_6,ADJ;VOC;PL;MASC,2_21,?
βωβὸν,βωβοὺς,2_4,?,2_15,?
ἔδωκαν,ἔδωκα,0_5,?,0_0,N;ACC;SG
ἐλεύθεροι,ἐλεύθερα,0_13,ADJ;NOM;PL;MASC,0_0,N;ACC;SG
ὅταν,ὅτου,0_5,?,0_15,ADJ;GEN;SG;NEUT
θέλεις,θέλομεν,1_6,V;2;SG;IPFV;PRS,1_0,?
θυσία,θυσίας,0_0,N;ACC;SG,0_11,N;GEN;SG
πιστόν,πιστὸν,2_13,ADJ;NOM;SG;NEUT,2_4,?
πιστεύωμεν,πιστεύομεν,1_7,?,1_0,?
ὑπακοὴν,ὑπακοή,2_12,?,2_0,N;VOC;SG
καταδικαστικὴ,καταδικαστικὴν,2_20,?,2_12,?
μισθωτός,μισθωτοὶ,2_22,ADJ;NOM;SG;MASC,2_19,?
ἀδελφὸν,ἀδελφὸς,2_4,?,2_21,?
λογαριάσῃς,λογαριάσῃ,1_2,?,1_4,?
καταλαβαίνουν,καταλαβαίνω,1_5,?,1_8,V;1;SG;IPFV;PRS
κάνω,κάνε,1_8,V;1;SG;IPFV;PRS,1_11,V;2;SG;IMP
γνωστὸν,γνωστοί,2_4,?,2_6,ADJ;VOC;PL;MASC
ἐκείνη,ἐκείνοι,0_14,ADJ;NOM;SG;FEM,0_13,ADJ;NOM;PL;MASC
βάλῃς,βάλουν,1_2,?,1_5,?
ἀληθινὴ,ἀληθινὸν,2_20,?,2_4,?
δικοῦ,δικῶν,2_17,?,2_24,?
ὀνομάζουν,ὀνομάζω,1_5,?,1_8,V;1;SG;IPFV;PRS
ἐλέγχῃ,ἐλέγχεται,1_4,?,1_1,ADJ;VOC;PL;FEM;SPRL;AB
ἡμέρα,ἡμέρας,0_0,N;ACC;SG,0_11,N;GEN;SG
ἥσυχοι,ἥσυχη,0_13,ADJ;NOM;PL;MASC,0_14,ADJ;NOM;SG;FEM
γαλιλαίων,γαλιλαίας,0_8,N;GEN;PL,0_11,N;GEN;SG
περιτμημένος,περιτμημένους,0_2,N;NOM;SG,0_7,ADJ;ACC;PL;MASC
βγῆ,βγῇ,2_16,?,2_2,?
ἀληθινὸς,ἀληθινὰ,2_21,?,2_1,?
προσφέρομεν,προσφέρῃς,1_0,?,1_2,?
πρῶτον,πρῶτος,0_1,?,0_2,N;NOM;SG
αὐτοί,αὐτὸν,2_6,ADJ;VOC;PL;MASC,2_4,?
διακρίνουν,διακρίνῃς,1_5,?,1_2,?
πρεσβυτέρων,πρεσβυτέρας,0_8,N;GEN;PL,0_11,N;GEN;SG
δοξάσουν,δοξάσω,1_5,?,1_8,V;1;SG;IPFV;PRS
εὐχαριστίαν,εὐχαριστίας,2_23,?,2_11,V;2;PL;IPFV;PST
τρίτος,τρίτον,0_2,N;NOM;SG,0_1,?
ὀλίγων,ὀλίγου,0_8,N;GEN;PL,0_15,ADJ;GEN;SG;NEUT
κοινοὶ,κοινοῦ,2_19,?,2_17,?
ἀληθινοί,ἀληθινήν,2_6,ADJ;VOC;PL;MASC,2_10,?
φέρε,φέρετε,1_11,V;2;SG;IMP,1_3,V;2;PL;IMP
ἁμαρτωλοὶ,ἁμαρτωλὰ,2_19,?,2_1,?
παραμείνωμεν,παραμείνουν,1_7,?,1_5,?
δώσετε,δώσει,1_3,V;2;PL;IMP,1_10,V;3;SG;IPFV;PRS
ἐκείνη,ἐκείνων,0_14,ADJ;NOM;SG;FEM,0_8,N;GEN;PL
κακοὺς,κακὴν,2_15,?,2_12,?
ἀνδρός,ἀνδρῶν,2_22,ADJ;NOM;SG;MASC,2_24,?
διεξάγουν,διεξάγω,1_5,?,1_8,V;1;SG;IPFV;PRS
ἡδονῶν,ἡδονῆς,2_24,?,2_5,?
δέσει,δέσῃς,1_10,V;3;SG;IPFV;PRS,1_2,?
θυρωρὸν,θυρωρὸς,0_1,?,0_2,N;NOM;SG
θεμελιωμένοι,θεμελιωμένη,0_13,ADJ;NOM;PL;MASC,0_14,ADJ;NOM;SG;FEM
ἑκατόνταρχος,ἑκατόνταρχον,0_2,N;NOM;SG,0_1,?
αὐτὴν,αὐτός,2_12,?,2_22,ADJ;NOM;SG;MASC
ὄχλος,ὄχλον,0_2,N;NOM;SG,0_1,?
γράμματα,γράμματος,0_0,N;ACC;SG,0_2,N;NOM;SG
γνωστὴν,γνωστόν,2_12,?,2_13,ADJ;NOM;SG;NEUT
θερμὸν,θερμὴν,2_4,?,2_12,?
αὐτῆς,αὐτός,2_5,?,2_22,ADJ;NOM;SG;MASC
θεωρεῖ,θεωρῆτε,2_8,?,2_9,?
διδάσκω,διδάσκει,1_8,V;1;SG;IPFV;PRS,1_10,V;3;SG;IPFV;PRS
ἀποβάλει,ἀποβάλωμεν,1_10,V;3;SG;IPFV;PRS,1_7,?
ἀνομίαν,ἀνομία,0_5,?,0_0,N;ACC;SG
μολύνουν,μολύνει,1_5,?,1_10,V;3;SG;IPFV;PRS
λαόν,λαοὺς,2_13,ADJ;NOM;SG;NEUT,2_15,?
δυνατόν,δυνατὴν,2_13,ADJ;NOM;SG;NEUT,2_12,?
συντρίψει,συντρίψῃ,1_10,V;3;SG;IPFV;PRS,1_4,?
ἀνθύπατος,ἀνθύπατον,0_2,N;NOM;SG,0_1,?
ποταμὸς,ποταμῶν,2_21,?,2_24,?
ἔχω,ἔχων,1_8,V;1;SG;IPFV;PRS,1_9,?
πνευματικοὶ,πνευματικὸς,2_19,?,2_21,?
λέγων,λέγεις,1_9,?,1_6,V;2;SG;IPFV;PRS
παιδαγωγοὺς,παιδαγωγῶ,2_15,?,2_7,?
